RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
828715,46f30c8f-129e-473c-be7a-41da215f91b6,Burke,632,Spain,Female,44,2,29080.75,4,1,1,46849.61,1
430325,9c94b9ec-02e7-469f-bc65-0dcf45d4d53f,Davis,355,Spain,Female,60,10,204339.85,1,1,1,44680.35,0
604949,7a9eb4e0-37b5-41e8-be67-7f8b2aa43256,Rivera,364,France,Female,63,4,220061.46,3,1,0,42468.82,0
119842,9489b7ac-6bfc-47f8-8d48-7304cded01c8,Irwin,558,Germany,Female,90,5,215584.57,4,0,1,122433.47,0
718044,42559e2b-470e-4b1d-a93e-ad04050c3c3d,Rodriguez,878,France,Male,23,1,74141.81,2,1,1,71011.16,0
916964,fc7c465d-55fd-4a3d-9287-30abf41b8fc8,Henderson,635,Spain,Male,34,10,255104.28,1,0,0,183815.98,0
461418,ed6df759-bbd5-48ad-9abe-1eb7f4d02099,Aguilar,595,France,Female,54,5,89292.84,4,0,1,146407.01,1
338630,388d76be-9b97-4d5a-98f8-bbd84c6eec93,Kelley,407,France,Male,80,7,10073.66,2,0,1,144068.61,1
555770,44eeaa82-7d9c-4cf9-86c4-f910d88095a1,Carlson,627,France,Female,86,4,87954.64,1,0,0,153946.95,0
605566,43f4bc34-35c6-4a41-b367-71323e67b84d,Schmidt,755,Spain,Female,88,3,246732.17,3,0,1,82392.01,1
691837,1be7d342-4114-4a11-8ab9-60423764b9af,Wallace,417,France,Male,49,0,99103.2,1,1,0,126654.58,1
879753,556c7dae-3f8e-45d1-97b2-b717c41ad373,Wilson,653,Germany,Female,47,10,70862.23,3,1,1,18016.61,0
373713,dd89edcb-4917-449e-aa56-0d30ebe8340c,Martin,333,France,Female,85,4,76640.43,1,1,0,103644.62,1
270790,122c65de-7dfc-4fe2-a439-46f016764ecf,Harris,527,France,Female,24,3,176202.28,3,0,0,171639.12,1
223298,96d19894-69c7-4215-8bc2-2bfbb7a9ae36,Diaz,756,Spain,Female,73,0,11510.28,4,0,1,33550.63,0
545862,4822bcf3-a9d6-4d5d-a206-168322c511ee,Price,692,Germany,Male,48,2,137397.98,1,0,1,100481.16,1
947436,f3e9d106-4c04-4595-9c6a-9d59e7d479e7,Fernandez,774,Germany,Male,65,0,47642.18,1,0,1,58543.58,0
703759,81313fde-db7c-4da3-8252-551513fc929d,Rivas,363,France,Female,62,7,63041.35,3,1,1,72794.12,1
396081,41ac00eb-4b59-4646-8fc1-5bb02c2060b9,Martin,539,Germany,Female,42,2,193187.26,3,0,1,53836.74,0
907579,2ead4dde-720f-423c-899a-f8d6866e0b13,Yates,486,France,Female,57,10,149026.23,3,1,1,112816.19,0
722608,5bbeadbe-0b33-481a-bfd4-3c4e1bb6e63a,Schmitt,861,Germany,Male,91,4,100566.15,3,1,1,86015.65,0
588146,6b1cef5d-942f-40ad-a768-906129894e39,Mcclure,757,Spain,Male,52,4,44178.31,3,1,0,95529.26,1
255233,7133ed4f-979a-44cd-8770-2ee052043aa0,Arias,654,Germany,Female,46,10,82666.74,1,1,0,151163.98,0
275101,8e3195fb-027a-47a4-9811-85adc30027f3,Underwood,840,Germany,Female,61,4,223567.06,1,1,0,121418.14,0
145298,0e5e6812-8429-496c-bd91-8fccd3425b41,Bowman,863,France,Male,44,5,175326.88,1,0,0,157895.89,0
458368,f8622e34-6e2e-4e47-9543-080e99a70c48,Clark,690,Germany,Male,76,2,47363.05,3,0,0,139795.31,1
882108,99ccd174-ede9-42aa-8a9f-8e7bba4f3e29,Rivas,503,Germany,Male,48,8,3425.31,3,1,1,24114.74,0
715863,a6fa504e-4745-451e-a7d8-ca9ea6fd09cc,Davis,702,Spain,Female,65,7,137929.15,1,1,0,100326.72,1
485742,68670614-4009-4c0d-931a-6207d0568e21,Cox,636,Spain,Female,23,1,151106.09,2,1,0,843.84,0
191519,bb3e3c8d-0e27-4e20-8b77-13d6413c9cf1,Watkins,680,Spain,Male,53,0,202506.22,3,1,1,9213.25,0
738869,9b85afde-21f6-44a3-b935-ad46f5b8b66f,Thomas,721,Spain,Male,82,0,32701.75,2,0,1,53008.37,1
521672,a626eb2c-321e-418e-8061-a5dcc9911fec,Jones,398,France,Female,22,5,23993.37,2,0,1,103719.39,1
906809,61591db1-7f2b-40ba-912c-988eb194e584,Williams,533,Spain,Male,35,4,72286.28,3,1,1,182597.0,0
715633,bd3587a1-1bf9-43cb-8326-192510bb7621,Miller,473,Germany,Female,67,1,203303.61,3,1,1,49457.72,1
383178,de387d11-c629-4561-96fd-f3d64ab6784e,Hernandez,854,France,Female,43,0,97701.23,4,1,1,49954.51,0
692693,f1b1e066-32a0-4879-bae0-2c1342514ac6,Wood,752,France,Female,39,0,31140.28,1,0,1,142245.56,0
799220,ff0559e0-b685-43f2-9925-3c3ece8140ab,Reyes,672,Germany,Male,61,4,190798.01,4,0,0,136076.09,0
587794,0e9b5567-a94c-4808-b0a2-62112a37befb,Gallagher,584,Spain,Male,19,1,2141.85,3,1,0,190612.08,0
753308,b1065a6a-e5e8-476b-abad-aa18716eeaf9,Peterson,458,France,Female,80,2,197296.36,4,0,0,110043.82,0
631833,1cae0fd1-fafa-4f81-b87a-c10fa2031837,Taylor,372,Spain,Female,80,10,151313.3,4,0,0,18900.16,1
807934,bfcebc28-babf-4bdb-baa8-7442d6f278c2,Reynolds,510,Germany,Female,94,7,22374.02,3,0,1,28348.08,0
670988,59cba438-787b-41a9-8401-a04261ae6342,Washington,680,Germany,Male,44,9,220141.21,1,0,0,137625.68,0
818108,6130c2e2-9dd9-4c0b-a477-16a32b8b5689,Cole,661,Germany,Male,33,2,32438.9,3,0,0,35182.5,0
564822,6b211304-5338-4340-82d3-23c60dbb8e1a,Moore,687,France,Female,74,4,48192.97,4,1,1,178562.26,0
760810,63c17477-9090-474e-b763-7770f7343c03,Simmons,889,Spain,Female,38,9,187305.72,3,1,0,76754.61,0
582715,2a7ff057-c1ff-415d-9e82-8bbf8fa716e0,Brennan,750,France,Female,25,8,146338.49,2,1,0,188179.65,0
535014,34e2368d-3e57-4313-b583-09911d4ed982,Dougherty,701,Spain,Female,82,5,192840.88,4,1,0,80826.3,0
697883,117eea93-43e3-4fab-aae9-122b3c31784c,Zhang,701,Germany,Male,68,9,116135.78,2,0,1,74152.33,1
790864,475719ab-4ec6-455f-ab08-f371da2434c7,Poole,503,Germany,Female,31,0,107232.63,3,1,1,191013.77,1
471328,e6e2b9fb-355a-4b36-98d3-f021e9a9b210,Baker,726,Germany,Female,34,5,247787.12,3,1,1,54482.81,1
246721,f90280d8-b424-47e2-bb96-3a8a7e48873b,Sosa,557,France,Female,47,10,61159.89,3,0,0,158901.06,0
705188,dc396ec4-c851-4d24-8db8-554d9de0ccab,Bennett,447,Germany,Male,68,5,239133.65,1,0,1,77539.15,0
927935,58a0ec22-2907-4ff6-993c-b2ef3c71cc1e,Green,874,France,Male,78,9,44915.62,4,1,0,135110.98,1
168015,34cc210f-5c67-41fe-812c-3151f57c7aff,Robinson,695,Germany,Female,70,3,93061.59,3,0,0,139675.34,0
631455,f2d03925-c698-4cc3-915b-68fd0a3f7efa,Hoffman,342,Spain,Male,64,6,214631.71,4,0,0,55638.01,0
556807,ead6976d-2f17-4bc0-9fbe-e5610a292b3c,Young,443,Spain,Male,56,4,248640.44,3,0,0,181957.16,1
235374,b8d8a8aa-b631-4ca5-ba89-babfb1ad0bf1,Bryan,710,Spain,Male,30,10,113644.03,4,0,0,92608.15,1
123832,9e1383a6-1663-44f8-9313-3bf6e996cd27,Bauer,496,France,Female,94,2,35154.52,3,0,0,9659.16,0
466876,620cfbf4-043a-4178-b2ed-796783e6bd47,Kennedy,434,France,Female,52,5,236728.77,2,0,1,197052.31,1
797822,18df3cc4-1924-45fd-9256-45bb5d942c7d,Carter,721,France,Male,21,1,187347.8,3,0,1,334.31,1
761313,bce326e4-972d-487d-b2dc-218f5bb11432,Joseph,727,Spain,Male,38,5,11875.74,2,1,1,83553.16,0
905720,4b3816ef-a924-4d2b-8b4a-409d87d0fa0b,Fischer,351,Spain,Female,94,5,136464.13,1,0,1,188271.51,1
181938,0e5205c2-3ae2-444e-a33e-694a942290d2,Leach,822,Germany,Female,82,2,186024.57,3,0,1,76504.77,1
321138,bfb997cf-a915-4d33-a70d-036a9c887307,Sutton,531,Spain,Female,73,0,236944.14,3,1,1,92145.42,0
102954,86080b12-5749-4673-8857-931f94ec2b5c,Ortiz,713,Spain,Female,66,2,196324.09,3,0,0,144931.68,0
655821,4638da80-4084-4a72-869a-885c0de41b3b,Koch,588,Spain,Male,38,10,1514.09,2,0,0,115864.43,1
391653,6593787a-1eb7-4928-bed8-5215b9db7728,Jenkins,632,Germany,Female,55,6,76364.49,3,1,1,122172.01,1
916115,ef7c7428-7b09-4860-b6d8-9f5a1d0b1f77,Wagner,727,Germany,Male,89,1,72984.48,3,1,1,107497.01,0
40386,66f18e72-6872-4ec5-82b1-a5d70a38ebe4,Finley,567,France,Female,41,1,32622.02,3,1,0,137240.55,0
727021,8aaca98d-71f2-4a15-8e38-6a8b34a73445,Riley,790,Spain,Female,34,1,113554.17,2,0,1,199350.39,0
68834,1b75ae97-0621-450f-ba46-09a3488ebdc6,Andrews,542,Germany,Female,81,6,151542.15,4,1,1,60516.5,1
4719,0035d4b3-47a7-4e55-b816-ec6045e133dc,Boyle,310,Germany,Female,24,1,212831.86,4,0,0,60292.19,0
555818,76abfaf5-8d17-46f4-8df6-498664b1ca5a,Hall,569,Spain,Female,65,8,199222.29,4,0,1,89338.19,0
79064,c1b66535-02be-4f24-b725-db406e938c15,Gray,707,Spain,Female,45,2,5564.79,4,0,0,32962.2,1
573076,52095186-718d-42e0-8803-72e3642af1f5,Eaton,877,Spain,Female,82,2,176051.77,4,1,0,142901.22,0
791640,96776f08-0c3f-4aa0-83c4-f06e467e3687,Hunt,518,Spain,Female,72,10,52721.96,3,0,0,95939.86,1
68048,6cbba96f-c616-4bf0-b647-753900ae60f2,Johnson,725,France,Male,80,6,19030.65,2,1,0,143452.91,1
721641,a989eee8-b01a-46cc-aae7-c89eb88dea5c,Smith,764,France,Female,87,3,94137.44,1,0,0,60382.3,1
803635,87586959-b879-457f-b7e4-d431ac3442d4,Torres,680,Germany,Female,40,10,228200.33,3,1,0,21581.17,1
180083,5897e79b-6e21-4c86-842b-96e18a8f50c8,Davis,411,France,Female,93,3,34104.91,1,0,0,158246.07,0
653948,066cfb84-c963-4efd-98fb-7f65ae55ff82,Sanders,717,Spain,Male,93,8,169274.01,3,1,1,112653.27,1
524297,f9c48bc8-d0f0-4905-bf9c-0c7bdf88a04e,Hahn,602,Spain,Male,57,3,171.49,4,0,1,176944.93,1
166614,a55b4d22-04e0-479c-8956-5b1a6e06ed7b,Brewer,782,Germany,Male,89,4,224209.28,3,1,1,180773.01,0
411673,0060a768-e68e-4c05-8b3a-a3fca38980e5,George,546,France,Female,42,5,131620.53,3,1,0,119478.05,1
694683,66b53d49-0fc1-4ac9-84e7-06539234dc2f,Hernandez,596,France,Male,38,4,176242.23,4,1,0,63109.89,0
427479,b2359923-c91a-4039-bd86-99867a477bda,Bennett,645,Spain,Male,40,0,111614.45,3,1,0,146052.04,1
791308,3f8c0054-36d1-45fc-9a64-6ec6c4c22b03,Perez,800,Germany,Male,80,2,1934.82,2,1,0,31721.58,0
547870,a7cb0e94-4665-45fa-8116-32a34abfba67,Carpenter,601,France,Male,29,5,140774.18,4,0,0,21366.44,1
567550,9b8e0fec-4024-4a2d-9fa0-8ab68bde42c0,Harvey,488,France,Male,78,2,74089.52,2,1,0,135009.9,0
776107,922af949-d5e7-45e9-ae2c-baeeb850e4eb,Roberts,693,Germany,Male,89,1,241445.46,3,0,1,1184.2,1
654389,51153ae8-c1a9-4ced-a408-4826a16bdc99,Caldwell,900,France,Female,43,1,1755.68,1,0,1,153675.11,1
198804,c6f447fa-0c4f-4263-9640-b60558bb8727,White,816,Spain,Female,44,8,53515.37,1,1,1,28274.66,0
40691,6b71af69-8254-4a46-a5b2-ada9a3117d70,Gill,633,Spain,Male,65,9,106343.32,4,1,0,153627.56,0
564344,eb194046-ed02-451e-83c4-0a196c0ae681,Elliott,369,Spain,Male,91,1,205238.85,1,0,1,160385.96,0
966314,5dad0733-f128-49d5-a755-f89c0a7929fd,Henderson,473,Germany,Female,38,6,150112.8,1,0,0,75224.66,1
465704,f099cdd7-4183-4d04-adc3-6e068a90727e,Payne,577,France,Male,83,8,56849.89,3,1,1,198158.06,1
738486,18b70a63-ab92-4db7-9a18-bb9c6bcbb55f,Everett,756,Spain,Female,85,6,223007.63,1,0,1,162151.41,0
361649,81ea72e1-b065-4006-99b1-f54d92004b36,Coleman,719,France,Female,25,7,203612.74,4,0,0,114600.22,1
713254,7f036671-821c-4ae3-a4b9-1b8dbd68ea9a,Tucker,488,Germany,Female,85,7,134469.58,4,1,0,141790.13,0
193223,398e8cfb-9b90-438a-aa84-e61e91a6e3cc,Ortiz,522,Germany,Male,24,0,203631.65,1,0,1,103919.72,0
299275,240e6261-e19d-47bd-a59c-8c038fcba627,Thomas,698,France,Male,78,5,229754.51,4,1,0,45638.49,1
400781,cf7e8fe9-b328-4486-9f5f-1cb8d1631532,Wilson,662,France,Male,59,3,184144.69,2,0,0,16039.25,1
74079,c464e536-8f88-4843-9207-c6774da9968c,Bowman,761,Spain,Female,60,3,194531.87,2,1,0,148139.11,1
348267,879d353e-6b76-404d-823a-9fed540e0623,Williams,525,France,Female,50,10,121904.89,1,0,1,147739.37,0
312211,52fa1499-70d7-4e05-b404-5555a2426fb3,Sparks,703,Spain,Female,40,2,215576.68,1,1,0,153880.72,1
772891,89d862ba-c054-4b86-824b-1425306ec7c2,Sherman,810,Spain,Male,74,3,129354.12,1,0,1,56155.53,0
418279,9ecae1de-95d8-4c05-8bf7-e565171381a6,Patterson,829,France,Male,41,1,50568.24,2,1,1,57880.36,1
265048,d07ab619-9789-4950-8f30-118102dcbe39,Smith,498,Germany,Male,49,7,178149.33,1,1,0,157018.78,1
281050,8fdc1c7a-62ad-436a-b3d2-0434e6cebc7e,Bates,439,France,Male,95,8,206944.0,1,0,0,126016.87,0
895531,47566971-98df-4cee-b762-4b2d234d041c,Smith,395,Spain,Female,35,8,29770.56,1,1,1,142372.58,1
362896,4e901f61-11a7-48de-9440-997cb07c54ec,Long,403,Spain,Female,45,2,196989.66,3,1,1,183967.47,1
819834,961601a7-5f7b-46cd-9822-d36de1750712,Ramirez,566,Germany,Male,24,5,216787.41,3,0,1,31500.56,1
526886,8a9888e7-ed13-4e04-b3da-c52ff84e863a,Camacho,836,Spain,Male,52,3,120519.51,2,0,1,30764.98,0
54024,4261b3cd-ea2c-45bf-a62f-787e729702f7,Vasquez,398,Spain,Male,47,0,2880.86,1,1,1,47704.46,0
832852,e4a4bccb-47b5-40f1-80d4-ca49cf124494,Butler,550,France,Female,19,10,96551.58,4,1,0,111390.55,0
473562,101d00ed-0c1b-41e9-acfe-fdd4b243fbc3,Price,853,Spain,Female,55,2,149529.29,3,0,0,141974.67,1
764890,84e94a60-a229-40b0-99f6-cdb2039d010b,Johnson,663,Germany,Male,31,1,95233.0,1,0,1,181237.61,0
726554,d0858b35-b877-4610-b3a3-241b992db92d,Torres,656,Spain,Male,90,6,187541.79,4,1,0,145728.96,0
859730,11aceb4b-f4e6-4fdf-8369-b272a3d50697,Young,785,Spain,Male,71,2,76774.18,1,1,1,105780.45,1
894551,22ef9868-26c8-43ee-b662-a8a0cfe60096,Townsend,408,Spain,Female,71,3,3720.5,3,1,1,186359.61,1
186196,cd61a22a-c50a-47f1-bfcb-a9a7f30dca0a,Hubbard,367,France,Female,62,3,88416.74,3,1,0,67099.16,0
587092,8908eaaa-c04b-483f-a431-ed04e01089bf,Combs,889,Germany,Female,23,5,149642.05,2,0,0,63394.72,1
461262,25adf748-76a9-4d3c-a7af-d1011b31188e,Palmer,594,Germany,Male,73,6,144378.45,2,0,0,263.33,0
991685,d539a750-d4c8-49af-9897-ed512d96ab47,Torres,361,Spain,Female,67,6,223293.35,3,1,1,41865.78,1
227180,ca799410-2dd4-45a9-a989-ccd41ab893e0,Hughes,866,Spain,Male,39,10,98988.13,4,1,1,190186.56,0
442011,b77ebcf1-248d-4eb8-b6b9-5ecb8b45a1e1,Wright,380,Spain,Female,57,7,95730.87,1,1,0,75734.64,1
783239,f9c11736-dbb0-478a-b737-368189bcbcba,Taylor,379,Germany,Female,32,3,194838.74,1,0,1,49162.61,0
574165,8416ea79-0427-49a8-9ee5-766c60ce2e68,Levine,508,Germany,Female,32,3,50641.83,4,1,0,199161.62,1
458286,1cdcdc4b-88bd-4b6c-ad55-64358908a829,Cooper,848,France,Male,61,8,213055.22,1,1,0,166520.7,0
359171,5a34368a-01b5-41ee-9d28-abe2ca698b39,Larson,781,Spain,Female,76,4,35631.25,4,0,0,132749.08,0
646295,c9ae533c-85bf-498e-b4d7-3fca5ba57a44,Buckley,301,Germany,Male,50,7,33767.65,3,0,0,103354.96,1
493920,b8cbda70-ab1d-46f6-8312-3b340edf96b9,Campbell,705,France,Female,43,8,175278.97,1,0,0,99868.8,1
535597,3b994fbd-ac98-4bf8-8d85-9f11e0ee2b14,Ray,760,Spain,Female,60,5,114860.04,4,1,0,30691.5,0
190695,3dc268ee-3a69-4bbb-b9b6-d8be70c74a8c,Williams,431,France,Female,21,2,154278.37,2,0,1,34985.26,1
604472,3a001a60-daef-4254-8bc7-6d5383f2f0c0,Floyd,524,Germany,Male,83,0,181258.25,1,0,1,168265.17,1
273011,0aa5d023-1c08-4320-a807-38b15470e305,Lopez,632,Spain,Male,87,1,110382.53,2,0,1,42624.14,0
446737,b262b85a-eff8-41e3-b934-282be353f314,Vargas,479,Spain,Female,23,3,154033.84,4,1,1,143778.41,1
64792,02a27176-2e2a-4082-bea4-43a370a7bdf0,Castaneda,525,France,Male,35,5,13224.79,1,0,0,82530.88,1
432340,c2001d83-3966-4719-ace6-ea7b5ba2feec,Brown,579,Germany,Male,77,2,252979.75,2,1,1,54161.74,1
453433,f50fa908-f96e-4a2e-b7c9-d138c7b340f2,Anderson,591,Spain,Male,66,0,200871.17,1,1,1,42741.18,1
42273,863f2aa3-6569-4d38-a237-50477658de52,Villanueva,770,Spain,Female,38,7,224655.31,2,0,0,11981.68,1
269065,8dc473f3-1928-474b-91bb-7b2720bf8235,Cortez,333,Spain,Male,19,9,15535.3,2,1,1,186045.16,1
620518,0012f473-47fe-41e9-bc75-5b6ce7ed66cc,Dyer,441,Germany,Male,21,0,160068.56,3,0,1,122217.81,1
111583,92405405-fe86-4bc0-bfd6-febb6da1b51d,Robinson,416,Spain,Male,37,10,174274.85,1,1,1,18504.33,1
234522,3087a456-3457-4285-9e74-c22fabacaf41,Smith,387,Germany,Female,84,9,50355.75,2,1,1,140006.74,1
394507,94321607-8cdb-4244-8094-8fa8579e96ca,Mercado,376,Spain,Female,45,1,172729.88,2,1,1,48142.85,1
365640,cbef09ab-3d24-4ab9-9a57-b32265531fe9,Bennett,697,France,Female,51,10,139628.68,3,0,0,174627.18,1
654253,3d1644cf-3d83-47fd-9c67-4e5c5b2b6e5b,Payne,376,France,Male,23,2,223081.78,1,0,0,92505.71,0
472170,eaf63ed9-3573-442e-ac24-4489a5802915,Mason,352,Spain,Male,18,10,165384.38,4,1,0,94786.44,1
570217,6c8efb22-b3f4-4a0c-a9ee-022856ef054b,Smith,527,Spain,Female,36,6,8028.35,2,0,0,133925.96,0
421890,fc3600ae-6f37-4971-b39a-cc865727222a,Young,898,Spain,Male,41,10,35578.28,4,0,0,105537.09,0
660922,801465ea-94e9-4805-9348-1996f3307ce0,Thomas,644,France,Male,50,4,242530.63,4,0,1,196219.36,1
840619,5c7bc8d2-5ad8-4d15-8886-f8c9404f258a,Lewis,409,Germany,Female,24,5,230459.34,4,1,0,169039.05,1
977357,ab4250e9-1749-4a68-b74a-2f21e0d0815b,Nelson,528,Germany,Female,54,8,207789.87,3,1,1,97662.13,1
453794,246b23be-bfda-48da-8af0-58247a7b3a6c,Wilson,815,Germany,Female,85,5,175284.45,1,0,1,98200.56,1
797401,8aeeefd4-ee36-434c-b188-a259fb33e424,Patterson,460,Germany,Male,42,2,112448.99,4,1,0,118272.03,0
796082,15a061a5-f6b7-4f50-b19e-2e54a85339f5,Hill,830,Germany,Male,75,5,52609.48,1,1,1,186885.89,0
996221,db0fdbdd-fb3f-4be3-972d-04332b6ab108,Flores,412,Germany,Female,82,3,106614.06,4,0,1,98119.71,1
103243,2527e4a8-c6c4-4893-8f56-dce33338b199,Whitaker,316,France,Male,46,4,110861.48,1,1,1,77488.05,1
119421,29ffb34f-eeaa-4f6e-8544-798ca3d4d9b9,Lopez,318,Spain,Female,65,10,158392.58,4,0,1,177213.24,1
77663,df30bd95-acd5-44d7-97f9-dbcceeb06a45,Shea,355,Germany,Male,21,6,154811.67,1,0,0,2795.49,1
731559,774030d2-6ef9-493d-963e-269fe73e6067,Perkins,653,Germany,Male,60,6,63984.11,2,1,1,77752.09,0
378663,c82ee35a-109d-446b-87a2-60da0acb36b2,Hampton,383,Germany,Male,67,9,138830.83,3,1,0,142989.86,1
507461,82eacfab-dac8-4198-83fb-9a07983b8a58,Gray,743,Germany,Male,40,9,237709.32,2,0,0,126500.54,0
750447,c572fd04-e517-4938-8582-817ecb9d4d83,Mcbride,404,France,Female,40,7,102031.38,1,0,0,61121.02,1
202121,5ccce671-6c17-430c-97f6-012364838d67,Rogers,568,Spain,Male,27,6,107974.63,3,0,1,151013.38,1
818539,8d21a737-6d0f-48ca-8eac-682a91cc6d1e,Guerra,369,France,Male,79,7,256800.44,4,1,1,5738.03,0
359054,6732ca69-a914-4a52-8f5c-ba89f2e40716,Anderson,749,France,Female,35,5,172330.63,3,0,0,337.09,0
610843,b5cb5c9e-576d-49fc-987a-5d0825f0a15a,Jones,828,Spain,Male,75,6,184092.72,4,0,1,105730.04,0
302801,cac7eca1-ec0b-43d1-8425-e7f7ce621caf,Jones,400,Germany,Female,62,4,165681.95,2,0,0,190080.39,1
273246,58b1556e-4bf7-4542-bfcc-1c9f1545941d,Brown,604,France,Male,80,10,192746.6,3,0,1,165140.51,0
843419,62c926be-2426-47b3-bd7d-36767e499720,Vaughn,641,Spain,Male,51,6,94511.16,3,1,0,47014.41,1
139163,5e226d5b-d39b-456b-84a6-a0d59eec6e04,Smith,552,France,Male,29,5,127410.11,4,0,0,65067.49,0
819867,cd62cbfc-c125-4ec0-94a9-e5e1d08f838d,Cook,775,Spain,Female,46,6,45913.9,2,1,0,97874.18,0
148836,a175e5fc-44b8-447d-a3bc-7490b2941c43,Ortiz,744,Spain,Male,60,9,221629.42,1,1,1,158909.81,1
824110,9d929be8-040d-4cf6-aa63-42776bad4763,Davis,850,France,Male,34,3,209260.16,2,0,0,134359.57,0
661586,4ef12cb4-109d-42e7-bdce-4aaa65fe0c8b,Simmons,611,Germany,Female,76,4,122443.15,1,1,1,32004.16,1
839216,84c7da0f-8780-4eee-9350-686a668ee121,Ramirez,782,Germany,Female,23,7,253278.59,1,1,0,89935.11,0
436785,87b89600-3cf8-4fc6-b29f-1c71a6af3e06,Cook,862,France,Male,50,3,184496.62,2,1,1,123838.8,0
701824,841c95c3-6c64-4079-a1a3-aca157566493,Collins,793,Spain,Female,90,5,139017.9,2,0,0,171540.42,1
77126,732d460c-357f-420e-8534-47e6689762be,Swanson,434,France,Female,56,3,230501.65,4,0,1,199091.0,0
640258,a38e6869-754e-4335-8605-fc504242c2f0,Morgan,898,Germany,Female,19,0,236492.03,4,1,1,153270.48,0
120433,9311bc82-aa10-4c2c-97e6-6d342d33c5a3,Miranda,330,France,Female,20,6,30630.82,3,1,0,174120.89,0
597524,4457ef21-77ed-4089-becb-3ed0fda1507e,Bailey,375,Spain,Male,27,5,155577.71,1,0,0,34861.45,0
199642,cfed7660-6830-4e75-9d9e-2a3d54a65109,Sanders,889,Germany,Female,70,3,197380.71,2,0,1,50610.31,0
984273,7403cbe9-aa89-4728-a764-8459167f055e,Ward,758,Spain,Male,67,4,219395.27,3,1,0,104295.94,1
576378,851981be-0f52-49fd-8edb-bc0419b12e4b,Lewis,749,France,Female,59,2,251739.17,2,1,0,163968.58,0
810641,bfc0a5dc-53c2-41bb-99eb-647538727778,Mcdonald,373,Spain,Female,81,1,131144.36,4,1,1,29303.29,1
857330,25e6a854-5236-47c7-a2ed-ec7f7e6a4841,Richardson,721,France,Female,62,0,244838.77,2,1,1,163800.63,1
62963,d9815463-13a5-48f7-964f-61b62f6157cf,Mccormick,616,Spain,Female,81,0,232720.92,3,1,0,47762.51,1
985196,a9ddae77-92a9-46e5-bd95-12525aacefea,Wood,303,Spain,Male,68,6,160353.08,3,1,0,72137.28,0
498580,95414b73-4055-41e0-9c22-d280ad523c5b,Cohen,872,France,Female,50,4,129897.67,3,0,1,6142.4,1
759137,20e2e893-aae2-4133-93a8-feb0051114cc,Santiago,700,Germany,Male,52,0,51930.01,2,1,0,123588.95,0
178811,b3992192-c973-494a-a49d-a842ced6db77,Hill,714,Germany,Female,27,9,55545.74,3,1,1,94070.99,1
212106,0b08c4ce-c919-4ffb-9768-e27861d03732,Henry,562,France,Female,54,0,219409.17,3,1,1,33575.85,0
188326,35607189-bf82-4cba-87c1-c2c3616ab168,Warren,607,Spain,Male,25,10,259218.08,1,0,1,51544.3,0
285317,bbc7f931-c470-4af7-8ed0-327ae55df7f3,Knight,866,France,Female,57,4,53121.69,2,0,1,14570.79,1
750903,0ff6c08b-ae78-4ffe-9305-b07a38f8783f,Mendoza,729,Germany,Male,49,4,38058.39,3,1,1,5462.31,0
143680,83b6fa39-0ff3-4f42-8a41-1d2aedea9773,Salazar,678,France,Female,66,5,88288.38,4,1,1,62752.3,1
265497,95e97313-2610-4a19-9aee-0ec79328275c,Cameron,546,Germany,Male,55,4,53452.47,3,1,1,1466.77,0
125215,80054aa9-eb49-4526-936f-f3f9f40288b5,Anderson,888,France,Female,84,1,4717.26,2,0,0,72942.0,1
750994,82e99394-4008-4aa3-b6a5-59272e0a7151,Stark,834,France,Female,23,9,183973.67,4,1,0,197772.5,1
159438,6c809cfb-b1ac-40f2-a49d-2f9ce6740258,Weaver,613,Germany,Male,32,7,198528.42,1,1,0,81864.79,0
379975,12361619-a9b2-4bdd-aea6-2d0dee5294bb,Jones,670,France,Female,51,9,233724.2,3,0,0,32906.96,0
609498,3f7b9528-2e9c-43e4-97b5-f97e32e6984d,Carlson,729,France,Female,80,8,249890.3,2,1,1,152344.08,1
677523,f2c1a5fd-bacf-46c3-a49c-4cd37d627514,Carter,579,France,Male,68,3,49664.34,3,0,1,99341.7,1
649733,d58f5b2c-1872-4d87-ae94-34d68ceee0c0,Jefferson,549,Germany,Male,46,6,131327.69,1,1,1,50454.28,1
456358,28291698-5f69-4352-8fe8-14b6fcf47674,Gonzalez,347,Germany,Male,88,10,232659.33,2,0,1,144866.93,1
255109,744395ab-626b-445a-a61b-7bc7d72fccff,Nielsen,326,France,Female,73,8,143908.65,3,0,1,33058.68,0
607059,a16f6650-4295-4369-a6da-485ffa3faa34,Frank,447,France,Female,30,6,87644.12,1,0,0,31455.36,0
506522,0006a9c9-c895-4825-a2ae-6af9f6695c3b,Daniels,645,Germany,Male,31,4,146003.9,2,1,0,99206.71,1
344829,07c63562-4665-480b-99fc-26635e99fc52,Anderson,329,Spain,Female,78,4,56651.09,4,1,0,22624.48,1
837035,23970d60-d476-487e-ad2b-81b70981472f,Mason,432,Spain,Male,73,2,72265.35,3,1,0,189491.19,0
8844,6780b3c0-dddd-4813-a8bf-527c0b6bb05d,Silva,495,Germany,Female,66,3,238897.93,1,0,1,85795.66,1
